"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","CMR","Cameroon","2012","2012",,"n","Magnitude nil or negligible"
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","CMR","Cameroon","2013","2013",0.61861,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GBR","United Kingdom of Great Britain and Northern Ireland","2010","2010",24184.60951,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GBR","United Kingdom of Great Britain and Northern Ireland","2011","2011",32579.01201,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GBR","United Kingdom of Great Britain and Northern Ireland","2013","2013",35964.97783,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GBR","United Kingdom of Great Britain and Northern Ireland","2014","2014",37807.5821,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GBR","United Kingdom of Great Britain and Northern Ireland","2015","2015",36147.70092,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GBR","United Kingdom of Great Britain and Northern Ireland","2016","2016",40530.865,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",43071.07065,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",43868.76443,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MMR","Myanmar","2011","2011",85.41005,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MMR","Myanmar","2017","2017",147.34153,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MMR","Myanmar","2018","2018",143.65581,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","MMR","Myanmar","2019","2019",205.63993,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","VUT","Vanuatu","2014","2014",1.99342,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","VUT","Vanuatu","2015","2015",1.86584,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","VUT","Vanuatu","2017","2017",2.58867,,
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","VUT","Vanuatu","2019","2019",,"a","Category not applicable"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","VUT","Vanuatu","2020","2020",,"a","Category not applicable"
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","TCA","Turks and Caicos Islands","2015","2015",5.98453,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","TCA","Turks and Caicos Islands","2018","2018",6.73476,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ARM","Armenia","2010","2010",43.80812,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ARM","Armenia","2011","2011",71.44628,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ARM","Armenia","2012","2012",94.04905,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ARM","Armenia","2013","2013",81.85503,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ARM","Armenia","2014","2014",86.67882,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ARM","Armenia","2015","2015",61.79838,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ARM","Armenia","2016","2016",29.6396,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ARM","Armenia","2017","2017",86.68896,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GMB","Gambia","2010","2010",10.91484,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GMB","Gambia","2011","2011",7.5559,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GMB","Gambia","2012","2012",8.0888,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GMB","Gambia","2013","2013",8.36095,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GMB","Gambia","2014","2014",13.73429,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","GMB","Gambia","2015","2015",10.75966,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","KEN","Kenya","2010","2010",7111.32981,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","KEN","Kenya","2011","2011",7467.05953,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","KEN","Kenya","2012","2012",8181.1986,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","KEN","Kenya","2013","2013",8402.87429,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","KEN","Kenya","2014","2014",8681.19794,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","KEN","Kenya","2015","2015",9130.88409,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","KEN","Kenya","2016","2016",9820.28589,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","KEN","Kenya","2017","2017",10405.39471,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","KEN","Kenya","2018","2018",10782.64737,"‡","UIS Estimation"
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","PRY","Paraguay","2010","2010",343.91894,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","PRY","Paraguay","2011","2011",863.76017,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","PRY","Paraguay","2012","2012",569.06884,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","PRY","Paraguay","2016","2016",680.17625,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","URY","Uruguay","2011","2011",54.83056,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","URY","Uruguay","2016","2016",118.98168,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","URY","Uruguay","2017","2017",106.57164,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","URY","Uruguay","2018","2018",178.61591,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","URY","Uruguay","2019","2019",175.91315,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","SLB","Solomon Islands","2010","2010",105.89269,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2010","2010",933.76529,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2011","2011",1011.43615,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2012","2012",1102.12347,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2013","2013",1205.12666,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2014","2014",1322.62831,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2015","2015",1450.82728,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2016","2016",1562.70642,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2017","2017",1727.69514,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2018","2018",1646.22746,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","CRI","Costa Rica","2019","2019",1634.56863,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","SLE","Sierra Leone","2010","2010",47.2119,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","SLE","Sierra Leone","2011","2011",47.24605,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","SLE","Sierra Leone","2012","2012",75.83853,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","SLE","Sierra Leone","2013","2013",84.69635,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","SLE","Sierra Leone","2014","2014",117.45816,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","SLE","Sierra Leone","2016","2016",192.87876,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","SLE","Sierra Leone","2017","2017",344.62802,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","SLE","Sierra Leone","2018","2018",422.17869,,
"X_PPPCONST_5T8_FSGOV","Government expenditure on tertiary education, constant PPP$ (millions)","SLE","Sierra Leone","2019","2019",407.41754,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ZAF","South Africa","2010","2010",3871.82211,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ZAF","South Africa","2011","2011",4892.91499,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ZAF","South Africa","2012","2012",6556.1101,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ZAF","South Africa","2013","2013",4514.81192,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ZAF","South Africa","2014","2014",5541.99163,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ZAF","South Africa","2015","2015",5740.98924,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ZAF","South Africa","2016","2016",5391.7913,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ZAF","South Africa","2017","2017",5391.04838,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ZAF","South Africa","2018","2018",5373.72621,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ZAF","South Africa","2019","2019",5512.19266,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","ZAF","South Africa","2020","2020",963.15844,,
"X_PPPCONST_UK_FSGOV","Government expenditure on education not specified by level, constant PPP$ (millions)","SYR","Syrian Arab Republic","2015","2015",,"n","Magnitude nil or negligible"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","UKR","Ukraine","2011","2011",35956.84142,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","UKR","Ukraine","2012","2012",39142.29863,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","UKR","Ukraine","2013","2013",39010.9543,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","UKR","Ukraine","2014","2014",32101.35177,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","UKR","Ukraine","2016","2016",25250.79683,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","UKR","Ukraine","2017","2017",27952.1175,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","UKR","Ukraine","2018","2018",28408.50883,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","UKR","Ukraine","2019","2019",30015.08166,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GHA","Ghana","2010","2010",5262.58486,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GHA","Ghana","2011","2011",8818.67428,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GHA","Ghana","2012","2012",9375.5506,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GHA","Ghana","2013","2013",5853.24228,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GHA","Ghana","2014","2014",5869.78729,,
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GHA","Ghana","2015","2015",6019.72035,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GHA","Ghana","2016","2016",6189.59511,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GHA","Ghana","2017","2017",5396.72793,"‡","UIS Estimation"
"X_PPPCONST_FSGOV","Government expenditure on education, constant PPP$ (millions)","GHA","Ghana","2018","2018",6319.76932,"‡","UIS Estimation"
"X_PPPCONST_4_FSGOV","Government expenditure on post-secondary non-tertiary education, constant PPP$ (millions)","HUN","Hungary","2010","2010",235.06647,,
